Date,Ticker,Price,Ret_1d,Ret_5d,Ret_20d,Vol_20d,RSI,MACD,MACD_Signal,Target
2015-02-02,Singapore ETF,16.686939239501953,0.0117462435773934,-0.0007735678059650475,-0.003855000427549049,0.010834840688132967,58.82347831158887,-0.004183754539766937,-0.01885543832994062,0
2015-02-03,Singapore ETF,16.738601684570312,0.0030959808942110367,0.0023200181370983675,0.021276457086851552,0.009598068390315937,59.504188716827116,0.0064084876764880505,-0.013802653128654885,0
2015-02-04,Singapore ETF,16.738601684570312,0.0,0.014878590617298793,0.03349288607533807,0.009112435244757223,62.069009417087734,0.01463422174704121,-0.008115278153515667,0
2015-02-05,Singapore ETF,16.751516342163086,0.0007715493704996135,0.0038699189668207623,0.022870527717173683,0.00883571674469046,58.09533587809879,0.021942342530550718,-0.0021037540167023906,0
2015-02-06,Singapore ETF,16.738601684570312,-0.0007709545410087282,0.014878590617298793,0.001545826479636636,0.007576172328742405,60.99981097189979,0.02638779390589363,0.003594555567816814,0
2015-02-09,Singapore ETF,16.62236213684082,-0.006944400130904693,-0.0038699189668206513,0.006254781638600049,0.0072633838685317136,55.55555555555556,0.020297311330878642,0.00693510672042918,0
2015-02-10,Singapore ETF,16.661108016967773,0.0023309491038627783,-0.00462963807030381,0.014948592138348316,0.0071052954347315565,52.475073802599425,0.018385096772764342,0.009225104730896213,0
2015-02-11,Singapore ETF,16.648193359375,-0.0007751379787959145,-0.005401187440803423,0.01256875787113465,0.007110657068221111,43.6780067830214,0.0156471771056097,0.01050951920583891,0
2015-02-12,Singapore ETF,16.686939239501953,0.002327332419234107,-0.003855000427549049,0.018927361395496778,0.007035943718653527,47.12645239045008,0.01641460738100875,0.01169053684087288,0
2015-02-13,Singapore ETF,16.738601684570312,0.0030959808942110367,0.0,0.012500139890346817,0.006770018065099862,51.72402086512527,0.020950030053729307,0.013542435483444165,0
2015-02-17,Singapore ETF,16.661108016967773,-0.00462963807030381,0.0023309491038627783,0.012558540876548951,0.006767650903731821,48.38696871437056,0.018082846070576863,0.014450517600870705,0
2015-02-18,Singapore ETF,16.738601684570312,0.004651171310072533,0.004651171310072533,0.01647055989201318,0.0068267888535523385,61.44583029375656,0.02181223556693368,0.0159228611940833,0
2015-02-19,Singapore ETF,16.648193359375,-0.005401187440803423,0.0,0.003112615447417255,0.006753599566913559,48.000031504869476,0.017273489309840073,0.016192986817234658,0
2015-02-20,Singapore ETF,16.738601684570312,0.005430518690149766,0.0030959808942110367,-0.0030771551673214326,0.006324980102194376,64.1791900124756,0.02073270277858441,0.01710093000950461,0
2015-02-23,Singapore ETF,16.635278701782227,-0.006172736811303037,-0.006172736811303037,-0.006938932452836721,0.006452609137034728,46.66674871088029,0.014964353418825738,0.016673614691368837,0
2015-02-24,Singapore ETF,16.7773494720459,0.008540330030566423,0.006976814204658233,0.004640264701128993,0.006709737920536778,52.23888821539174,0.02160773826149054,0.017660439405393177,0
2015-02-25,Singapore ETF,16.803180694580078,0.0015396485945065042,0.0038580886998043074,0.006187057672660812,0.0067155135670188965,53.62328456342514,0.028627037719161308,0.019853759068146806,0
2015-02-26,Singapore ETF,16.686939239501953,-0.006917824499478198,0.002327332419234107,0.0117462435773934,0.006268150994022156,46.75326667958059,0.024527432185816878,0.020788493691680822,0
2015-02-27,Singapore ETF,16.557783126831055,-0.007739952235527703,-0.010802488830709,-0.007739952235527703,0.005951296619906033,41.860409207600306,0.010732923908896908,0.01877737973512404,1
2015-03-02,Singapore ETF,16.493206024169922,-0.0039001055978616916,-0.008540444687414994,0.0,0.005410128337979218,43.90239509850358,-0.005348501579138798,0.013952203472271472,1
2015-03-03,Singapore ETF,16.519039154052734,0.001566289164457002,-0.015396372259131597,-0.010061766453356435,0.0046774965196665005,43.209982333282895,-0.015826194930063764,0.007996523791804424,1
2015-03-04,Singapore ETF,16.42862892150879,-0.0054730926963003634,-0.022290528196968196,-0.018518438332113307,0.0047234768540513035,40.22990261729803,-0.031067070722127,0.00018380488901813957,1
2015-03-05,Singapore ETF,16.37696647644043,-0.003144659564421781,-0.018575771063380153,-0.021604863712315847,0.0047434125803196454,36.363697387609484,-0.04677510782139649,-0.009207977653064787,1
2015-03-06,Singapore ETF,16.22197914123535,-0.009463738930408083,-0.02028073341844594,-0.0316112995451584,0.005073687477250681,29.16671153411285,-0.07091258690047297,-0.021548899502546424,1
2015-03-09,Singapore ETF,16.144485473632812,-0.004777078488872877,-0.021143284697109688,-0.0354937779232275,0.005118426235412106,29.16671153411285,-0.09519742761846217,-0.03627860512572957,1
2015-03-10,Singapore ETF,15.924918174743652,-0.013600142243477387,-0.035965831533447346,-0.041958173955998324,0.0056588355251298225,20.560747663551396,-0.13065448133889035,-0.05515378036836173,1
2015-03-11,Singapore ETF,15.847427368164062,-0.004866009716928299,-0.03537736205020747,-0.048837127037112626,0.005588919498207404,20.754745896363488,-0.16312688712803336,-0.07674840172029607,1
2015-03-12,Singapore ETF,15.98949909210205,0.008964970820651619,-0.02365928909336057,-0.03956551038626799,0.0061427273734254275,23.636446628883505,-0.17537587793498233,-0.09647389696323333,1
2015-03-13,Singapore ETF,15.847427368164062,-0.00888531423777772,-0.023089153907194904,-0.05030951807810069,0.006238075735999162,23.00889986669803,-0.19430743699604847,-0.11604060496979636,1
2015-03-16,Singapore ETF,16.041160583496094,0.012224900031485353,-0.006400011341672562,-0.04166662868363258,0.006965246695071675,25.641072569061393,-0.19147102378953207,-0.1311266887337435,1
2015-03-17,Singapore ETF,15.98949909210205,-0.003220558208686941,0.004055337468598097,-0.04030997963531313,0.006945439380403863,23.529473814187867,-0.1911879013738158,-0.14313893126175797,1
2015-03-18,Singapore ETF,16.19614601135254,0.012923914505399425,0.02200474784248052,-0.032407466492127,0.007581625654753988,34.920599573139924,-0.1723026477874008,-0.14897167456688654,1
2015-03-19,Singapore ETF,16.07990837097168,-0.007176870367764265,0.0056542908785859325,-0.03413493441216586,0.007638437024756276,35.20002740910691,-0.16481546432088123,-0.1521404325176855,1
2015-03-20,Singapore ETF,16.41571617126465,0.020883688671957,0.035860003639595295,-0.019289873753510767,0.00904967376554122,47.945302471989216,-0.13028311184572416,-0.14776896838329323,1
2015-03-23,Singapore ETF,16.557783126831055,0.00865432577441183,0.03220605770049367,-0.004658507761752695,0.009203992592378292,50.96767554929271,-0.09041016559526582,-0.13629720782568774,1
2015-03-24,Singapore ETF,16.531949996948242,-0.0015601804713186729,0.03392544705256806,-0.014626832176711568,0.008973780152290887,52.66658134131454,-0.060201125012536494,-0.1210779912630575,1
2015-03-25,Singapore ETF,16.41571617126465,-0.00703085998355002,0.013556938777793404,-0.023058998790651986,0.009065447884311451,50.967821230327736,-0.04511923458187894,-0.10588623992682179,1
2015-03-26,Singapore ETF,16.557783126831055,0.00865432577441183,0.02971874869150759,-0.007739952235527703,0.009209485967370463,58.4415995397008,-0.02145578283652938,-0.08900014850876331,1
2015-03-27,Singapore ETF,16.635278701782227,0.004680311026999284,0.013375141737764551,0.004680311026999284,0.00910296495022386,62.33778065038296,0.0035104520921009907,-0.07049802838859044,1
2015-03-30,Singapore ETF,16.62236213684082,-0.0007764561792417135,0.0039002207913401143,0.007830867599763591,0.009054269053172524,69.56546398896043,0.022000506162317635,-0.051998321478408834,1
2015-03-31,Singapore ETF,16.531949996948242,-0.005439187231530362,0.0,0.0007815734786451589,0.009143023706555415,69.06476731004398,0.02902393330666797,-0.035793870521393475,1
2015-04-01,Singapore ETF,16.648193359375,0.007031436850959194,0.014161866938056544,0.013364745099254893,0.009170906207042842,68.61320517263589,0.04346883609704122,-0.01994132919770654,1
2015-04-02,Singapore ETF,16.841928482055664,0.01163700579988558,0.017160833249722174,0.02839121679122436,0.00943622122772662,77.30509564547077,0.06974534993756265,-0.002003993370652702,1
2015-04-06,Singapore ETF,16.88067626953125,0.0023006740301070305,0.014751635493953641,0.04060522594444271,0.009080527212186953,75.19395685726356,0.09262853499656387,0.016922512302790613,1
2015-04-07,Singapore ETF,16.7773494720459,-0.00612101054694425,0.009324025907339273,0.039200010396533314,0.00913834874919375,72.93235169854981,0.10125876696707081,0.033789763235646655,1
2015-04-08,Singapore ETF,16.971086502075195,0.01154753498769856,0.026562898218783326,0.06569379609062787,0.00859823384558921,72.72738460436902,0.12232120447374228,0.05149605148326578,1
2015-04-09,Singapore ETF,16.906503677368164,-0.00380546199556131,0.015515816786672687,0.0668295417672451,0.00854886074158246,74.99976925455377,0.13227723411660008,0.06765228800993264,1
2015-04-10,Singapore ETF,16.86775779724121,-0.0022917736787186893,0.0015336316867196054,0.0549272181748941,0.008525011020388391,66.66643225833673,0.13547926993359383,0.08121768439466488,1
2015-04-13,Singapore ETF,16.803180694580078,-0.0038284343086604222,-0.004590786157723237,0.060309683345577625,0.00823294491922736,59.59593247442134,0.13129261436500883,0.09123267038873367,1
2015-04-14,Singapore ETF,17.16481590270996,0.02152183058095236,0.023094615231664006,0.07004825575837303,0.009009195915677825,69.59997164595246,0.15536465165508417,0.10405906664200378,1
2015-04-15,Singapore ETF,17.37146759033203,0.01203926035638081,0.023591953774313668,0.08642975557080446,0.009062406363063125,78.02997163937819,0.18893900750000725,0.12103505481360448,1
2015-04-16,Singapore ETF,17.41021156311035,0.002230322370683435,0.02979373472804281,0.07496015106969423,0.008832671204080026,76.61259012426251,0.21618123845484405,0.1400642915418524,1
2015-04-17,Singapore ETF,17.37146759033203,-0.0022253591024943287,0.029862285144573564,0.0803213046718565,0.008578749356022517,73.55353039029384,0.23197057555161749,0.15844554834380542,1
2015-04-20,Singapore ETF,17.332719802856445,-0.0022305419662499437,0.03151421852216174,0.055861323503935356,0.0076810227495057205,72.35754592388042,0.23860660788805532,0.17447776025265543,1
2015-04-21,Singapore ETF,17.268138885498047,-0.0037259540391205714,0.006019463498689426,0.04290162235039152,0.007678960660436849,73.55353039029384,0.23593486080809356,0.18676918036374307,1
2015-04-22,Singapore ETF,17.332719802856445,0.003739888692500193,-0.0022305419662499437,0.048437710376333376,0.007636229804939698,72.64938385981564,0.23630464940015372,0.1966762741710252,0
2015-04-23,Singapore ETF,17.423124313354492,0.005215829455868182,0.0007416768140544594,0.061368516096379055,0.007325262816586543,70.64189482126986,0.24111319515274943,0.20556365836737006,0
2015-04-24,Singapore ETF,17.603944778442383,0.010378188310881553,0.013382702808583335,0.06318247096231588,0.007404909893149336,73.33306259175986,0.2565572701493686,0.21576238072376977,0
